index,zip code,annual income,number of people in household
91038,60166,140147.72236027944,2
91039,18505,114707.05776690904,3
91040,04201,80426.25000972349,3
91041,91785,197895.37178779926,4
91042,57829,176367.55910788645,3
91043,38513,179281.8482005109,4
91044,41776,87784.65906561594,3
91045,10782,91266.40751214646,3
91046,46518,112712.59134904925,1
91047,88711,133558.1829272169,1
91048,24726,152990.28704526438,2
91049,63266,117936.03523725044,4
91050,81529,69617.29530778369,1
91051,82858,54313.04099524276,3
91052,77051,210815.7290273435,1
91053,02248,192743.30183928806,6
91054,87863,71058.52520405709,3
91055,04821,277488.5364784152,2
91056,51111,185016.15245513816,2
91057,28450,125716.92824418096,4
91058,07670,78149.20611142722,2
91059,89425,93145.49017984646,3
91060,69065,90583.33679113918,2
91061,20376,159671.0489260293,4
91062,83903,151342.87445297898,4
91063,19312,116672.977786181,1
91064,41493,99461.61732980571,2
91065,72239,115797.37930304778,2
91066,51536,178908.69205604584,5
91067,11542,82570.84080101347,3
91068,82804,144725.91120942024,4
91069,88255,77261.11303777878,5
91070,41438,159051.4101482947,1
91071,13183,145021.1535801539,4
91072,22730,164313.25190638672,4
91073,85191,238003.93272162907,3
91074,12990,113845.43282743369,1
91075,45506,77603.36372650828,4
91076,98691,165242.79230824742,5
91077,22492,281665.46111730894,3
91078,83365,129162.77324994082,3
91079,68659,147913.78850997644,2
91080,76174,164519.93500968043,4
91081,97372,114642.60949983192,3
91082,07095,250079.56378614996,3
91083,86413,230520.24095778866,2
91084,04108,217050.80974456016,3
91085,88092,93799.20349673294,4
91086,74069,136781.7703815274,4
91087,36033,68884.46630075808,1
91088,96998,201895.21137552962,3
91089,10850,61666.65332026876,3
91090,10971,138235.93466613212,2
91091,83419,221053.33531336184,2
91092,98907,50689.43239021287,4
91093,14653,126389.26639061092,1
91094,54271,133644.3064127929,2
91095,17594,148718.81381570396,1
91096,34551,179087.1000043187,2
91097,85724,94056.27652049999,4
91098,66548,70732.35829739887,4
91099,52703,175888.36615647786,3
91100,83352,77245.42460547152,5
91101,59255,126835.74239254296,2
91102,18195,290264.0119625522,3
91103,28448,133802.80210553913,2
91104,07273,88433.30289071417,3
91105,38799,295336.07250984025,1
91106,33418,118438.5168473578,2
91107,80303,169327.17013790834,3
91108,37086,231309.90460269796,5
91109,36252,419135.9926741101,4
91110,39555,125644.44710766045,1
91111,97617,48855.55883618811,3
91112,78566,162677.51177779498,3
91113,58792,223968.28905483926,7
91114,52270,132970.10786037898,2
91115,27958,120723.88088857278,2
91116,00946,89762.27267813617,2
91117,49872,389051.24416343594,5
91118,44143,44282.85647633013,2
91119,88798,219200.691248515,2
91120,59966,279443.0954272315,1
91121,59340,148281.99826517698,7
91122,80669,123605.21169283199,4
91123,68074,108698.84284975615,3
91124,79021,212909.8585254046,2
91125,47724,146009.39296373184,5
91126,10571,135378.66919516833,3
91127,06327,186728.77706082058,2
91128,22806,126094.05289401038,3
91129,07814,165647.29931501352,3
91130,99387,229918.52403988052,3
91131,30636,76350.44340001054,4
91132,12809,61871.489591235084,5
91133,42693,73583.9860036295,4
91134,10740,180303.57125633323,1
91135,88448,57733.74290329528,3
91136,20127,80085.05254627326,5
91137,39904,85333.93429682346,3
91138,02654,65415.947814977546,4
91139,28884,303608.9246611567,2
91140,71273,125584.34048783634,2
91141,47632,268070.3025305315,2
91142,31680,281061.20867258904,2
91143,03774,231893.05558184764,3
91144,34962,99020.21406580984,1
91145,68495,138571.9949598288,3
91146,11736,204604.29747310115,1
91147,20333,133175.36733267302,3
91148,86427,128414.84962854932,1
91149,62127,120205.815260475,3
91150,80514,148594.74123417333,2
91151,18095,66142.5114555576,4
91152,77713,95075.61520602998,4
91153,58268,259691.09494198894,2
91154,04550,118443.25923393833,3
91155,96295,98822.7990697191,2
91156,03871,95764.78226152858,2
91157,15076,247286.6994218295,4
91158,09229,99348.85540014169,6
91159,53236,53973.71281721294,2
91160,24926,162864.81280661927,4
91161,45561,155900.7845676351,3
91162,59190,54265.80580162494,3
91163,26999,136339.99141335796,4
91164,68039,211716.4178512392,1
91165,24837,352087.28426405904,6
91166,78862,125442.36138844937,2
91167,50464,127794.14206796823,3
91168,86886,175438.73809000093,4
91169,25049,78149.0500532645,2
91170,75316,190169.86096815823,4
91171,89396,118969.52221994674,2
91172,86027,81721.54366519101,3
91173,23187,144400.41614273418,2
91174,65874,105590.02576442008,2
91175,11203,124475.8213907819,3
91176,56733,147382.54738996775,5
91177,56147,141489.11062064418,2
91178,84178,240753.641453422,1
91179,07936,241271.65813990738,4
91180,45219,115037.30935289968,3
91181,41030,224111.74825651234,3
91182,73220,464954.7110109384,4
91183,46948,106845.29004562832,2
91184,03757,34581.312348917505,6
91185,48946,144263.09856663764,3
91186,26595,216778.52457262497,1
91187,22636,109946.80394796153,2
91188,28392,170445.14198862523,1
91189,48590,109013.77416271038,1
91190,56691,154275.2763854599,6
91191,44868,112998.02650862766,3
91192,02175,204056.27211012648,2
91193,74813,278457.6383935801,4
91194,56869,41045.86155375467,2
91195,05311,104656.25819563078,3
91196,14089,168190.3072858584,5
91197,52459,103561.8696310385,3
91198,03673,96907.01242747082,3
91199,67474,103454.93042802451,3
91200,63084,256201.86334287986,2
91201,54635,394439.5389253412,2
91202,77266,160237.00210446634,2
91203,52054,127537.73529294108,2
91204,78958,143265.35516525077,5
91205,20600,118579.28695583339,3
91206,96316,98702.0310968281,6
91207,15322,43719.702702086666,2
91208,11176,109786.38717526838,5
91209,95573,141640.25712777933,5
91210,38308,227523.88999912655,3
91211,17694,154342.5738111244,2
91212,38201,195964.7813603054,2
91213,51275,593433.3456117302,3
91214,46357,114898.52809392566,3
91215,10208,100101.08996168751,2
91216,68357,219197.0257238751,3
91217,35872,116848.37934320558,5
91218,02623,78730.38716362292,6
91219,75099,395592.04836216714,3
91220,78397,69645.84277810612,2
91221,74421,122870.22408415076,5
91222,98494,149299.50908656145,2
91223,94484,119602.24447131093,5
91224,45634,81564.77283190697,4
91225,64605,101589.25374797787,1
91226,19799,63841.286837711166,3
91227,40985,119345.10374127432,3
91228,56942,309527.6475035582,1
91229,31102,121165.6130070632,1
91230,25369,114231.65603780463,3
91231,67550,284955.75952664105,1
91232,23906,182897.08750108385,2
91233,74561,237810.63812183525,4
91234,53046,95174.41658036459,1
91235,47156,174545.0806745796,2
91236,90594,92022.6307671451,3
91237,54348,204463.88826639764,3
91238,36942,97929.80905733745,3
91239,87165,248043.61486855664,3
91240,13085,118093.0455997055,4
91241,31958,138041.66105187262,2
91242,29817,307608.23550404963,4
91243,25961,103358.04778000845,2
91244,81808,204854.7519048294,2
91245,43251,151870.0780533258,3
91246,47139,161185.94983618535,2
91247,03351,189912.5199760606,6
91248,99793,74159.24423387341,2
91249,69348,184077.5270546117,1
91250,74295,83359.86198142066,3
91251,82841,129388.47428982498,3
91252,79795,544033.385821304,3
91253,93527,97513.37740420022,1
91254,87278,147725.2781044686,2
91255,66963,213420.848293227,2
91256,91260,197503.56250502466,2
91257,16281,240187.32717712293,3
91258,73294,82292.05199227718,5
91259,97672,288583.40245668805,2
91260,65849,94010.61510922492,2
91261,92403,138545.4340943055,2
91262,50694,195242.34637697574,2
91263,86354,123285.78284195787,2
91264,74391,75141.26767216079,1
91265,55188,182182.08173156908,3
91266,87110,315894.7556813974,2
91267,03996,158374.78817155855,2
91268,86107,84854.82872027115,3
91269,58768,195739.00685723405,3
91270,44725,141338.0744041684,3
91271,67355,69517.45834833049,4
91272,04064,72241.39493583412,5
91273,07110,75816.31599015508,4
91274,57477,67665.40821186481,2
91275,52979,185835.73790896425,3
91276,28385,46954.84149643818,3
91277,40607,130746.31015942321,3
91278,10519,209714.84735290968,2
91279,33871,95901.49218924298,3
91280,07729,261462.4623194121,2
91281,74395,165205.80322738664,2
91282,31596,96409.33294183202,2
91283,04460,142308.86153371484,2
91284,00182,281614.4596745595,2
91285,70862,162438.2383807226,3
91286,81300,362928.34416689613,2
91287,93111,225481.81471791252,5
91288,16770,123403.35792062302,7
91289,73209,81691.09052210237,3
91290,14084,183133.07589005778,2
91291,51934,112791.15286659602,4
91292,75263,309240.34792817966,1
91293,26120,69570.60011611378,3
91294,52580,331990.0991137412,2
91295,56489,61242.41305534296,3
91296,00092,73772.29562895486,4
91297,44348,219670.94315234205,2
91298,07733,103427.57655593057,5
91299,25558,112992.75772662096,4
91300,08367,114615.97153579275,5
91301,91083,221598.94802647686,2
91302,52938,88072.47463623756,2
91303,16259,102047.31444771388,2
91304,24964,53999.79416641127,2
91305,86626,110089.26028237285,3
91306,75615,99727.92009423146,3
91307,67219,113312.17852781758,3
91308,08685,194049.2054477963,5
91309,35948,133668.47343936437,5
91310,65873,133029.05407411346,3
91311,69799,369421.8131220128,3
91312,09571,95895.26498062108,3
91313,23879,300807.144656069,5
91314,62287,234468.17567285654,4
91315,76768,59613.51549736459,3
91316,23922,142996.84168123783,3
91317,24355,152261.96761520728,5
91318,07437,207221.99416454256,2
91319,68193,120002.87115460607,2
91320,72663,434481.79536258813,2
91321,78365,213209.42653792424,2
91322,95366,82202.97084481423,2
91323,06484,107499.89381837565,3
91324,38064,141762.76822753254,3
91325,02281,103613.96468824214,3
91326,13558,239455.4720816864,4
91327,73210,204574.75310412113,3
91328,05060,228824.04926984606,5
91329,52232,154801.47325165707,2
91330,77771,113597.98434999981,2
91331,71501,165384.70120160177,3
91332,08400,159839.42044129182,2
91333,87507,143350.6619747537,1
91334,90711,135926.5335988974,6
91335,72332,138042.96274455488,4
91336,58527,99223.4719102752,3
91337,21075,125690.8343561273,3
91338,47278,167113.7549875101,2
91339,82240,69278.55256707319,3
91340,22276,181405.32046207594,3
91341,30129,66465.01262468455,2
91342,19089,162548.4059694448,7
91343,41589,199729.4234076766,1
91344,28428,152857.3322735559,3
91345,00855,70324.35065215052,3
91346,49708,88292.39885473873,2
91347,93307,67041.34730431845,1
91348,83391,118691.7261215439,5
91349,64817,138852.21600562666,1
91350,54342,223574.25715410965,1
91351,68721,138454.81486297864,6
91352,00077,488911.9035186189,3
91353,57798,62686.334351474245,3
91354,51596,157701.66890680772,1
91355,20550,156291.35637270147,1
91356,24776,127325.22020655796,2
91357,50217,135648.89823650024,2
91358,17875,133448.3400495302,1
91359,65253,123414.52899260938,4
91360,32296,95395.04081111125,2
91361,27703,74255.55457918969,2
91362,66231,112824.31863606776,4
91363,21186,314468.5188437004,3
91364,52519,94829.88667855923,2
91365,62356,231028.76666614527,2
91366,84915,184337.21294108426,2
91367,66012,173850.44959256778,2
91368,24373,160330.5162092152,5
91369,17001,54920.290227913116,4
91370,97792,105722.43965245067,2
91371,97202,51287.60688090406,2
91372,75145,70057.17314545707,3
91373,74168,155664.34085620864,1
91374,25463,184542.0905421308,4
91375,18865,79878.50066780072,5
91376,48005,95682.95446646804,1
91377,88093,179591.32245187368,4
91378,97035,90940.0480880524,2
91379,65754,121267.11022992336,5
91380,19543,211333.4974308356,3
91381,80174,297633.1572779775,6
91382,91670,132076.46444871224,6
91383,37226,166665.999764837,1
91384,38815,44279.28419567916,3
91385,75662,174419.99155717748,1
91386,17358,117881.9697466299,1
91387,73077,77668.13305724114,1
91388,88650,105326.86765482824,2
91389,64552,388389.6677768152,2
91390,40243,89987.56815656014,2
91391,53349,99838.53304689507,5
91392,83195,142901.11605619267,4
91393,70739,174453.51379235557,2
91394,74111,219193.52216694434,3
91395,95695,127502.69964449987,7
91396,68482,32147.124653410414,1
91397,63700,194153.4005344262,4
91398,20382,170529.59588014364,3
91399,07168,319097.8321801118,2
91400,57041,174301.24441493867,2
91401,94194,79760.42666709064,5
91402,92815,118866.40656700244,6
91403,10569,133264.2292928097,2
91404,30662,151970.3456787378,3
91405,33186,243610.72772296352,5
91406,28071,123306.76921931414,6
91407,85016,49983.668853627074,4
91408,46144,141241.6179261435,2
91409,54162,94923.51717318236,4
91410,31760,160262.97999505835,4
91411,69901,121398.9708726106,3
91412,48836,89963.00640081246,2
91413,10977,188390.630288565,3
91414,28060,149383.33370267999,6
91415,58295,153369.06299933745,2
91416,77273,39155.20246403358,6
91417,63057,173471.84264240353,2
91418,06870,166268.2687326084,3
91419,64177,82490.64301685078,2
91420,93453,106664.60131500561,3
91421,51112,329053.3353897435,4
91422,90116,68204.20194494487,3
91423,90139,92089.05930027766,3
91424,22588,366924.92864769406,3
91425,37127,106545.93721576342,2
91426,70254,136738.87173027967,1
91427,55328,266739.737867139,2
91428,07168,85858.00643535845,6
91429,72109,106153.29406228711,3
91430,70912,96071.20530972732,2
91431,29313,207012.07095312377,3
91432,03073,167559.05460306574,3
91433,22580,143710.198402851,2
91434,01319,145048.8057730646,5
91435,14294,93527.17165598927,3
91436,36109,111221.85335635151,2
91437,58713,221795.05155178515,4
91438,98152,153660.37242324522,4
91439,38495,99674.15972860296,4
91440,44073,98571.68160087727,1
91441,54632,342711.03775107686,3
91442,88465,85157.74193146435,4
91443,23375,267308.6989981007,3
91444,03022,72453.78298779376,2
91445,56528,95635.99486084578,2
91446,35934,44064.27086600563,3
91447,33861,212488.77693551386,5
91448,92050,91189.08656310877,3
91449,32292,114031.8109754684,5
91450,94690,144089.22714707121,5
91451,02323,157488.5201695325,5
91452,41397,54237.57983467311,3
91453,27059,164442.8263178652,3
91454,11193,174451.88511990997,5
91455,41016,104483.55525202586,4
91456,28757,191687.0873169116,3
91457,01371,140852.0008397467,3
91458,45577,196634.01848575336,4
91459,84894,80790.34618914696,2
91460,42008,573432.6114889955,3
91461,37822,83828.40276586944,3
91462,63784,252233.07487987555,3
91463,52297,265252.4182151773,6
91464,95599,46293.194805940264,4
91465,16324,93699.16294185576,1
91466,49630,182558.75797452225,2
91467,03901,356534.4136879906,1
91468,04374,287645.17758282984,3
91469,65701,418811.20134595985,1
91470,06078,96466.11496349427,2
91471,13019,136134.23567428204,4
91472,20287,251559.32765305936,4
91473,18117,69579.31683725049,3
91474,47606,116492.16614610604,2
91475,74691,83321.21923985066,6
91476,11484,106329.2538215802,3
91477,14634,90645.13690946448,4
91478,74859,175244.65605400736,2
91479,05118,301862.6151370261,6
91480,43259,152156.401221196,2
91481,77569,158351.63551001664,2
91482,81278,33572.94922439467,1
91483,30578,210848.10505576697,5
91484,13990,95679.1533448603,2
91485,30501,209210.5683029007,3
91486,68795,89986.94177491598,3
91487,48485,137019.00040851434,1
91488,65923,112783.99085929968,3
91489,76671,274808.1914446775,5
91490,53130,260194.0895016121,2
91491,29538,191704.23541559506,4
91492,95749,164102.625067279,1
91493,14136,205320.7955882882,5
91494,82189,146206.2495544908,4
91495,11900,75209.35653493107,5
91496,13143,71694.16390279139,6
91497,07883,108926.78841155586,5
91498,50513,97468.76941706173,3
91499,21021,197772.70210975755,3
91500,58622,94552.09096193852,3
91501,81941,80559.0344279808,4
91502,47717,44829.23360557348,2
91503,23593,106470.89832122796,3
91504,79973,111162.26912234061,6
91505,25573,71422.36904817256,1
91506,58818,143193.60405791012,4
91507,37307,96480.91845512624,2
91508,54589,277875.3619385425,2
91509,45098,78675.06117023967,2
91510,14619,149637.78568417468,5
91511,49332,376890.59879155713,1
91512,88215,78243.79891424108,2
91513,15756,116359.70170777057,3
91514,46687,114867.16884540759,2
91515,58268,227259.2845668291,5
91516,83731,135074.56363840683,2
91517,58505,110840.57095346092,1
91518,51897,385024.2866122867,6
91519,28398,90474.71634834149,2
91520,79170,233326.67297812836,3
91521,50962,87402.81620814833,6
91522,97355,78773.19748179287,2
91523,60967,147784.18237750913,2
91524,22544,260690.20261001884,3
91525,74345,54326.98973007537,3
91526,13847,91627.35458224795,3
91527,21461,159816.18349046807,1
91528,98870,164017.67793591143,2
91529,08610,277970.78622149595,2
91530,86844,185232.9045404895,2
91531,02796,112397.4974517264,6
91532,14411,75295.10021692024,2
91533,76012,108064.71603318419,2
91534,93645,167022.41534913582,4
91535,28374,91925.15124887502,4
91536,62440,135636.13158240452,2
91537,61320,109301.1868801923,3
91538,15747,154704.97888004093,3
91539,26804,231753.76741590592,4
91540,01832,88744.07324686626,4
91541,19410,173337.54259385652,3
91542,97665,248029.06702555373,4
91543,51177,105135.54800695226,4
91544,30728,158646.0878052293,1
91545,01407,161613.37384041955,3
91546,04015,367703.2732924332,3
91547,18413,153499.8324146754,5
91548,78273,308140.36240178125,3
91549,67496,133666.54579875804,3
91550,81148,105846.68741728416,6
91551,31086,135147.82574099003,6
91552,85719,83992.44694474603,3
91553,47687,196251.06758756627,1
91554,92052,97160.2832197032,2
91555,95484,139501.02161097436,3
91556,06076,326376.7129072942,2
91557,99892,50633.21152593097,2
91558,43907,169707.7616204836,4
91559,47223,139110.98318886987,6
91560,46143,99144.30344978996,4
91561,30516,180157.1664887725,1
91562,53437,148650.70374794115,4
91563,48115,65705.58888594196,5
91564,61705,159853.10279269348,2
91565,95632,67255.7179900207,2
91566,85687,161078.341410206,1
91567,95036,142454.71568143152,1
91568,26293,72397.54197464205,3
91569,62761,78485.3023290728,2
91570,04594,94557.94927675421,2
91571,33125,168775.51126995005,2
91572,01104,81967.1627102337,3
91573,07116,122131.9788504311,2
91574,44699,133358.81518395577,2
91575,88640,41635.346713971274,1
91576,66197,259055.70256592406,3
91577,78247,285413.7564795158,2
91578,00555,152127.21628320048,1
91579,71147,107772.41690410941,6
91580,07137,193905.13513939598,2
91581,63325,95362.14423987982,6
91582,02043,110623.30406898109,6
91583,09234,127573.45903350123,2
91584,42527,257137.02451937378,1
91585,56209,105841.08336873415,3
91586,40413,220375.9716460678,4
91587,71000,140049.08550355872,4
91588,95676,118661.04835041551,5
91589,94481,98969.84407899113,3
91590,42644,98698.94566317897,3
91591,72610,121033.81216978628,4
91592,22220,83852.4836056156,6
91593,60059,109089.71769317266,1
91594,83580,74054.8340751539,4
91595,08659,169734.47146334389,1
91596,25682,141816.54388670166,3
91597,24979,125541.69407293588,4
91598,87883,140477.5112561061,3
91599,26318,174685.80754138646,3
91600,63734,156087.20030664132,4
91601,73302,539766.7672903468,3
91602,64350,114796.72960350229,1
91603,97668,95147.83609803053,2
91604,99215,204958.51725868694,2
91605,31930,99043.23719605041,3
91606,56933,131222.49264443485,2
91607,59153,76178.43405699417,2
91608,74912,177784.47417378935,3
91609,88442,205512.8839596349,3
91610,93575,227135.1715693472,4
91611,51657,89657.80922723742,5
91612,47779,49903.786362613966,4
91613,12831,136853.78143567225,2
91614,04815,116431.00188019646,2
91615,28024,130023.0844384813,2
91616,19124,136551.05015683247,2
91617,56057,86057.37675922633,1
91618,24717,144426.16067829766,3
91619,31500,239664.20880139666,2
91620,28958,260482.48141256638,5
91621,60262,227154.23971323093,5
91622,31734,167781.94173123947,1
91623,22613,244937.29464449687,2
91624,89494,93908.44590950593,2
91625,92665,359706.671977099,3
91626,92002,171016.7483974898,4
91627,00169,132563.91312708287,3
91628,79317,89413.60604998407,3
91629,91453,133583.19622553544,3
91630,70056,312419.2150055009,6
91631,09296,103054.810197588,3
91632,11082,90711.28006728494,1
91633,75794,62842.99209255618,2
91634,62625,191332.70316048278,3
91635,26500,274868.4120179137,3
91636,05330,139217.2613103841,4
91637,65835,108522.93687851074,3
91638,23813,85778.66157612471,2
91639,86866,69758.34926225946,2
91640,77076,168650.42109397936,1
91641,75196,225840.1254150914,2
91642,51988,186717.90119813118,3
91643,91613,91254.24958425811,3
91644,75177,158736.0614188114,2
91645,23094,218447.72915420536,2
91646,63657,71696.22287287487,4
91647,72982,67590.78833753397,4
91648,14544,133936.07480054643,1
91649,48289,108766.65444284536,5
91650,60168,72665.50997087592,1
91651,20251,97998.24070787578,3
91652,74201,117584.63028003796,4
91653,65378,133004.23714159935,5
91654,01392,196336.49421394154,3
91655,16692,148426.45382703494,1
91656,86452,80409.0005871709,4
91657,43947,247352.19725417133,2
91658,11256,256292.7425964945,2
91659,92837,155394.72309527345,5
91660,06219,38748.172185998264,6
91661,93623,104588.06541579253,4
91662,14454,259296.6981646105,2
91663,76901,285047.5185528939,3
91664,52113,134904.3224899475,1
91665,43219,115974.59077227957,2
91666,80788,130002.52959405718,2
91667,51308,85522.05756521296,2
91668,22444,163015.3304921071,3
91669,86490,190885.09325288702,2
91670,91622,116603.52107284457,6
91671,65630,192205.1000631398,2
91672,98364,158384.76817726227,1
91673,61238,78912.46717678386,3
91674,64890,183977.46012015056,3
91675,64796,106414.78532210014,2
91676,95176,129711.21031969237,2
91677,53222,196899.1032884654,3
91678,76501,62151.17741330474,2
91679,95075,163024.06117228218,5
91680,19155,132856.3119975129,4
91681,36505,113313.3448277498,4
91682,45360,358525.065251086,1
91683,81353,56069.4026417054,4
91684,06847,210425.9301865961,2
91685,12000,85675.5764440282,2
91686,57787,142458.20162449346,3
91687,85141,102753.5858740069,2
91688,95125,75085.25179200053,3
91689,17544,72023.7603427035,3
91690,02584,65030.83459269228,2
91691,92933,98199.45245638187,1
91692,74857,132755.20914802386,4
91693,18523,227916.60053432634,4
91694,71998,262660.83912456303,1
91695,81712,99870.46910242588,3
91696,39841,302967.6419120377,4
91697,28169,123291.87203112803,3
91698,74452,69612.32823905596,2
91699,15872,125947.80984569388,3
91700,29522,159384.36087332637,3
91701,48080,107707.7673900908,2
91702,62904,73463.0115032822,2
91703,22688,180125.7898793346,4
91704,51038,183870.16553880705,4
91705,50140,113100.49816488776,2
91706,50988,138550.01695304763,3
91707,28128,120040.65974684614,8
91708,51865,153379.8022815477,1
91709,33781,86854.44460570125,1
91710,03412,150713.89610923038,1
91711,27851,108561.24141425836,2
91712,00600,96919.64243090955,2
91713,89767,368235.64530819317,4
91714,60069,182630.5574541332,4
91715,57802,96672.65645290949,5
91716,95047,168094.23717132624,2
91717,27762,115769.1562349817,3
91718,85349,268418.55665415997,3
91719,07920,97157.84912934182,3
91720,00849,169976.07258100528,5
91721,45238,94489.97079364084,3
91722,19381,186000.35875451987,2
91723,06795,304620.5564651044,3
91724,39916,172612.9361905246,3
91725,27686,173215.03353101472,1
91726,21900,99172.14822029781,3
91727,86564,190452.2682233993,2
91728,12658,254287.3093649383,3
91729,38841,234686.91794329198,2
91730,37848,101217.83874569059,4
91731,36573,77885.26475471139,1
91732,92286,93245.4123052242,2
91733,86607,95612.07440050217,5
91734,00176,74480.35747270519,4
91735,27163,119924.9293941397,2
91736,17602,259761.76809566346,5
91737,77314,146702.79149096858,4
91738,29007,180684.64630484706,3
91739,39210,58558.32520191232,4
91740,56885,93350.65829970487,7
91741,25879,215305.914850423,3
91742,70963,166111.61016632328,3
91743,19712,178586.22279841173,4
91744,65939,368736.8478388422,1
91745,71097,159511.91362103395,3
91746,45536,85679.19982372792,2
91747,10901,195213.28373484642,3
91748,06969,62761.85487665397,2
91749,58250,102150.86224875267,5
91750,07236,46852.0777268512,2
91751,57570,154629.64208872322,5
91752,82955,160539.5390250244,2
91753,34557,204114.1233230425,2
91754,14415,147639.21092941522,2
91755,50968,141282.37597095512,2
91756,01550,198160.31496046367,4
91757,92624,224161.2205824105,2
91758,85188,218927.7820617668,4
91759,33915,160675.3319561191,1
91760,94337,346789.5928319454,4
91761,83346,156174.87606822042,2
91762,62841,193433.20407712896,2
91763,43770,91885.55926191276,3
91764,70489,156308.861592976,1
91765,67974,114697.7862802896,3
91766,77074,51055.936225126294,5
91767,08223,64160.24784239665,3
91768,28917,202950.04350795495,6
91769,92533,80005.06547348459,5
91770,18083,124010.3110164185,2
91771,86555,168795.26289132974,5
91772,02618,74087.78749304029,4
91773,60601,80815.91693484527,2
91774,08238,147913.0425299667,4
91775,04632,273258.53747249645,2
91776,96977,146219.65050569322,5
91777,12737,120524.29264195598,2
91778,38703,131940.89982917698,2
91779,35016,139908.6925393053,5
91780,88612,196392.86936447883,3
91781,20175,48356.76427956504,3
91782,50741,109672.6543641592,3
91783,53745,257751.94977374724,1
91784,62337,167633.78709632094,3
91785,68907,177183.47221387358,2
91786,27793,113775.70829863028,3
91787,51331,231472.47501970385,2
91788,14368,127250.56572122846,2
91789,97525,79185.1042489065,3
91790,48452,71175.35535965912,3
91791,71983,129583.00529866709,2
91792,29491,99235.32268090072,4
91793,80476,320647.9255277196,4
91794,67075,123733.0631367904,3
91795,84338,156245.94550380463,3
91796,27303,182312.04263489763,2
91797,10707,213973.57922477392,4
91798,80263,207839.575562383,2
91799,71274,108441.04784878592,3
91800,10777,305013.51091567276,1
91801,98159,54058.42931215081,2
91802,19072,287522.9241030249,1
91803,31633,86895.23682648897,3
91804,86132,135272.1837918645,3
91805,91649,186142.17427204884,2
91806,74454,76658.0207854232,3
91807,90830,148382.1763078237,4
91808,53830,162538.64165552688,5
91809,39416,133930.9958102851,1
91810,82124,235237.72002757998,2
91811,08818,210422.40749386753,5
91812,88128,152521.37507132627,1
91813,28904,99318.73591480871,2
91814,88009,69198.20459252021,2
91815,76161,169247.25539294237,3
91816,81029,64999.68460951698,5
91817,88745,202211.80327717497,2
91818,48389,101021.56236173183,4
91819,21929,58413.36831074443,1
91820,57225,324264.72380465775,1
91821,52987,146035.97580508166,4
91822,42297,166718.4907015049,1
91823,79555,118551.6765100886,3
91824,11892,102269.49835059322,4
91825,63432,125376.8160096375,2
91826,24673,331545.25769404863,3
91827,44259,167740.40451292405,4
91828,34631,113784.2491420703,2
91829,18799,174910.20200100707,2
91830,28048,90145.96184820536,2
91831,67744,134479.3317947395,2
91832,48153,132943.5532074732,3
91833,70203,199960.49380829977,1
91834,66650,223445.2554268842,2
91835,19971,117871.70917758216,3
91836,50670,86887.5677100111,3
91837,68490,146110.50083017457,2
91838,13283,133519.06185915926,3
91839,73796,269538.3971570718,5
91840,33886,86987.34180232519,2
91841,00410,207188.2447594121,2
91842,38328,185224.6591740801,4
91843,16131,93593.04495775825,9
91844,94935,101680.1679395734,2
91845,63466,153264.96095973178,3
91846,99866,76938.6436771167,1
91847,82641,118105.21761639015,2
91848,16690,188701.44841748645,3
91849,23745,39508.61100213069,4
91850,16292,139814.94333634083,1
91851,73615,98144.40210005792,2
91852,00493,159592.15592687318,4
91853,57404,66755.97621054911,5
91854,13341,324850.6242121056,1
91855,00428,105116.86339221557,5
91856,04805,224074.93955886812,3
91857,91332,89804.57868978885,2
91858,18751,95319.58492857101,2
91859,80581,218554.56024523074,3
91860,17834,108674.42989528624,2
91861,27421,234638.53031723734,4
91862,81115,359508.29751080845,1
91863,21829,368715.2957378306,3
91864,00003,237927.0598094122,2
91865,91444,80100.43105034533,4
91866,87200,120252.66712300124,4
91867,35122,477044.4964978577,3
91868,41834,115422.70777338438,5
91869,67522,265789.0756096823,3
91870,13719,202035.87010363158,1
91871,28790,251132.0676224878,2
91872,37344,151067.13089670223,2
91873,39953,47611.88262506054,4
91874,99829,209514.90150761625,4
91875,26280,64952.14114863434,4
91876,49108,118454.46052773565,1
91877,63260,127785.26010525497,2
91878,61748,62505.45003942565,3
91879,76436,92624.19593135717,2
91880,81579,185874.28837202353,2
91881,91593,70742.17283224374,2
91882,30056,230962.40387776686,1
91883,75030,85966.71217465938,6
91884,95177,137775.93781430088,4
91885,49443,41585.46798049227,4
91886,02286,85427.34157279842,2
91887,82595,219406.6592883421,3
91888,64082,157642.8269722939,1
91889,42314,496738.7975262219,2
91890,27885,121119.01184958483,4
91891,91260,143390.93706696175,2
91892,11238,67474.79738188835,3
91893,62256,162952.38216647028,2
91894,80298,203456.22298935198,8
91895,78979,127198.6116294069,5
91896,44122,157322.77828873214,6
91897,43235,86500.66825685327,4
91898,71906,169017.9104606184,2
91899,76634,189677.74398100798,4
91900,83353,53000.35895972346,3
91901,80787,94705.11793024681,6
91902,64265,158936.70500923475,3
91903,79401,116145.8912880528,2
91904,06254,209177.09276345267,6
91905,44895,148712.72128638657,1
91906,37334,138723.0448287602,3
91907,95628,96379.94967355856,3
91908,39652,99127.89089269242,4
91909,11614,165707.2464764914,3
91910,42238,121592.81482618513,1
91911,73825,190314.33196524077,1
91912,17578,84816.85212799087,2
