"Time","National Debt - Daily USA  - Debt  - $"
"19990709",5623337708599.03
"19990708",5624257730228.07
"19990707",5627555905373.87
"19990706",5622054029363.59
"19990702",5618125733699.75
"19990701",5632318946849.83
"19990630",5638780248334.54
"19990629",5602716451360.35
"19990628",5600865929234.63
"19990625",5599474776223.74
"19990624",5599256430419.83
"19990623",5594431506414.50
"19990622",5593512029751.90
"19990621",5589358011973.65
"19990618",5586894742812.97
"19990617",5585233665272.21
"19990616",5581245428829.42
"19990615",5579687074229.55
"19990614",5608264664474.06
"19990611",5606704532050.51
"19990610",5606864642836.13
"19990609",5604848624148.74
"19990608",5607597460814.09
"19990607",5606738885838.87
"19990604",5605818000792.65
"19990603",5605304260057.03
"19990602",5599337449827.73
"19990601",5595743189875.83
"19990528",5604198055526.11
"19990527",5601414914532.00
"19990526",5602150880889.93
"19990525",5600993485850.44
"19990524",5597942875397.10
"19990521",5596857521196.34
"19990520",5596252483872.85
"19990519",5593797968334.37
"19990518",5593840202404.86
"19990517",5587730041115.05
"19990514",5580329294134.40
"19990513",5579720008674.59
"19990512",5578150283470.74
"19990511",5575359326029.03
"19990510",5571919882068.64
"19990507",5569913164536.03
"19990506",5573136824813.38
"19990505",5573001415759.57
"19990504",5563049386516.94
"19990503",5562741424540.43
"19990430",5585839850171.61
"19990429",5597263457235.83
"19990428",5598229787052.49
"19990427",5596529776391.98
"19990426",5591807374069.84
"19990423",5586140738923.35
"19990422",5592390096400.03
"19990421",5630289872162.63
"19990420",5628407736077.41
"19990419",5624235766178.82
"19990416",5640540994484.49
"19990415",5638882982524.06
"19990414",5666830242609.56
"19990413",5666223263670.85
"19990412",5663866732410.23
"19990409",5661252699346.90
"19990408",5660855046723.31
"19990407",5663113018155.76
"19990406",5665194018585.53
"19990405",5662954603906.44
"19990402",5660859068099.45
"19990401",5675647233080.52
"19990331",5651615289284.87
"19990330",5647147509757.38
"19990329",5647515438125.67
"19990326",5646620374086.62
"19990325",5647292590242.93
"19990324",5645338661953.64
"19990323",5645199129224.03
"19990322",5642227279510.37
"19990319",5640185158295.15
"19990317",5641694979239.08
"19990316",5639342063058.30
"19990315",5634976613497.51
"19990312",5653581734840.04
"19990311",5653123441281.45
"19990310",5652343384711.69
"19990309",5650748864597.49
"19990308",5651492822388.40
"19990305",5652546580761.78
"19990304",5653049331534.24
"19990303",5653396336274.78
"19990302",5649288631596.74
"19990301",5643045679358.32
"19990226",5621945513528.00
"19990225",5620928184943.17
"19990224",5620229439635.41
"19990223",5619947525857.17
"19990222",5617212277099.84
"19990219",5615449357785.96
"19990218",5613957968591.41
"19990217",5613891503342.53
"19990216",5608540076358.03
"19990212",5588062219274.99
"19990211",5587508878762.60
"19990210",5585853820767.03
"19990209",5585068055207.92
"19990208",5585152552880.93
"19990205",5585490064776.03
"19990204",5584639596206.08
"19990203",5584674705935.07
"19990202",5594816922040.75
"19990201",5588099467924.97
"19990129",5610117097678.95
"19990128",5609326147376.72
"19990127",5608643439718.59
"19990126",5608458532981.22
"19990125",5605637748649.35
"19990122",5603017933762.14
"19990121",5600287708585.56
"19990120",5623807213463.02
"19990119",5619058055434.62
"19990115",5616950859308.91
"19990114",5617728448220.89
"19990113",5618299396528.70
"19990112",5618011217966.52
"19990111",5614992595555.12
"19990108",5612919300437.72
"19990107",5612204125073.81
"19990106",5615428551461.33
"19990105",5609529098608.49
"19990104",5606630290821.39
"19981231",5614217021195.87
"19981230",5595994336765.74
"19981229",5597063843020.57
"19981228",5592658697822.58
"19981224",5591922343937.81
"19981223",5589804102482.41
"19981222",5589437087693.48
"19981221",5585849571167.62
"19981218",5583950306972.53
"19981217",5588014790426.31
"19981216",5581027313048.25
"19981215",5580235192012.15
"19981214",5600860891144.74
"19981211",5599911911556.60
"19981210",5598802622188.50
"19981209",5594898926271.30
"19981208",5598889813668.11
"19981207",5599622890499.18
"19981204",5598758049805.53
"19981203",5598900714210.85
"19981202",5607927299073.65
"19981201",5608159580455.89
"19981130",5591979348249.72
"19981127",5603956518285.54
"19981125",5596997375067.14
"19981124",5597306037397.16
"19981123",5594943925581.82
"19981120",5593158053701.12
"19981119",5591105215418.59
"19981118",5586312225504.63
"19981117",5586021327323.14
"19981116",5581706345787.83
"19981113",5562541408964.77
"19981112",5560595781304.53
"19981110",5558618097870.50
"19981109",5556814808618.10
"19981106",5558821285886.47
"19981105",5561271069539.45
"19981104",5555731529597.33
"19981103",5553893306720.42
"19981102",5539037263160.39
"19981030",5559254634398.44
"19981029",5559427769133.11
"19981028",5557838604397.34
"19981027",5557416101104.51
"19981026",5555572475788.72
"19981023",5554198090891.71
"19981022",5548924067817.40
"19981021",5543587875319.12
"19981020",5543686190391.39
"19981019",5541765173290.62
"19981016",5539382200885.97
"19981015",5537594092417.87
"19981014",5536803329458.17
"19981013",5537720928486.41
"19981009",5535718268384.09
"19981008",5534495650216.57
"19981007",5533657715092.27
"19981006",5536217307823.51
"19981005",5527218225445.49
"19981002",5525136204444.24
"19981001",5540570493226.32
"19980930",5526193008897.62
"19980929",5523785740880.23
"19980928",5525125982443.88
"19980925",5523820694890.03
"19980924",5523268372227.36
"19980923",5517883379683.46
"19980922",5515818621727.95
"19980921",5510750292549.80
"19980918",5516026623213.76
"19980917",5514091417890.65
"19980916",5510133012971.17
"19980915",5511724391342.63
"19980914",5548258444676.13
"19980911",5547277485008.59
"19980910",5545657954586.91
"19980909",5548476705773.12
"19980908",5548700311164.48
"19980904",5547400016580.17
"19980903",5547711198558.30
"19980902",5566129223474.84
"19980901",5559258503320.20
"19980831",5564553479478.04
"19980828",5538053974834.55
"19980827",5540061848094.75
"19980826",5538744375503.92
"19980825",5538203732687.43
"19980824",5535880250975.23
"19980821",5535171573451.29
"19980820",5535395058474.28
"19980819",5535376759081.01
"19980818",5535159183065.73
"19980817",5530594325531.29
"19980814",5518104260708.78
"19980813",5518315041910.90
"19980812",5515569756530.87
"19980811",5514714531707.17
"19980810",5511844135557.08
"19980807",5510713867201.30
"19980806",5517902323771.68
"19980805",5514093619372.78
"19980804",5511741490859.86
"19980803",5505963976429.83
"19980731",5527738221101.41
"19980730",5544483020736.63
"19980729",5543291232392.53
"19980728",5541905887168.73
"19980727",5539292609934.58
"19980724",5537391525542.80
"19980723",5537084024142.92
"19980722",5536743281758.09
"19980721",5535209449941.52
"19980720",5532950037759.42
"19980717",5532637423771.79
"19980716",5531079562651.15
"19980715",5529722681857.67
"19980714",5530848048686.17
"19980713",5528488599737.13
"19980710",5525566285491.56
"19980709",5526093018467.09
"19980708",5529002150322.41
"19980707",5530116137980.45
"19980706",5529920619100.92
"19980703",5528258076325.62
"19980702",5528078937046.71
"19980701",5541450796138.74
"19980630",5547934743559.81
"19980629",5502438094494.05
"19980626",5504431464282.68
"19980625",5504168372205.11
"19980624",5503890151659.51
"19980623",5500927020489.88
"19980622",5496659912687.35
"19980619",5493981708739.93
"19980618",5493495592635.84
"19980617",5491718359124.33
"19980616",5489043503639.58
"19980615",5484471490444.43
"19980612",5499026995472.09
"19980611",5496698230711.55
"19980610",5495636727532.95
"19980609",5493569839079.81
"19980608",5495352165488.00
"19980605",5496434514361.23
"19980604",5496567867122.10
"19980603",5496176063717.35
"19980602",5495272889927.74
"19980601",5495092820910.61
"19980529",5506355797435.19
"19980528",5504211009027.55
"19980527",5510918106737.37
"19980526",5506917230218.54
"19980522",5504518484222.82
"19980521",5503780049716.42
"19980520",5502138799604.60
"19980518",5497225027113.83
"19980515",5496348505044.25
"19980514",5492886169970.40
"19980513",5492157484525.10
"19980512",5491841497777.68
"19980511",5487765423650.36
"19980508",5485869171398.56
"19980507",5484428466805.99
"19980506",5485513178742.02
"19980505",5486129027438.95
"19980504",5477263228571.00
"19980501",5501155718728.09
"19980430",5499894559513.94
"19980429",5512958788432.21
"19980428",5512793625127.26
"19980427",5507607026200.10
"19980424",5505293755428.21
"19980423",5501159283287.65
"19980422",5521690068621.47
"19980421",5518978332463.05
"19980420",5514299725342.15
"19980417",5512826076386.32
"19980416",5510368780123.31
"19980415",5551285055049.62
"19980414",5547605759008.70
"19980413",5545139058588.81
"19980410",5543254872492.29
"19980409",5542952825462.55
"19980408",5547146518685.79
"19980407",5549130557811.32
"19980406",5546406414816.29
"19980403",5544609878334.80
"19980402",5540086164177.98
"19980401",5540550647696.94
"19980331",5542425768605.91
"19980330",5545895416499.33
"19980327",5547110706640.96
"19980326",5546161688949.53
"19980325",5544337068114.14
"19980324",5542617421989.90
"19980323",5539832909123.38
"19980320",5538571184190.64
"19980319",5537630079097.83
"19980318",5537178813514.71
"19980317",5536663723483.42
"19980316",5530456190863.05
"19980313",5529816594280.28
"19980312",5529750398747.62
"19980311",5528971446018.69
"19980310",5525631040092.91
"19980309",5523019454633.25
"19980305",5528529698719.50
"19980304",5529409747928.18
"19980303",5528586832076.70
"19980302",5514791303162.77
"19980227",5520668318465.51
"19980226",5525003799622.62
"19980225",5524032303574.34
"19980224",5522503241725.24
"19980223",5519492792898.57
"19980220",5518340599802.18
"19980219",5515606648101.35
"19980218",5516263758020.16
"19980217",5510166063080.80
"19980213",5474687599259.03
"19980212",5474464732467.36
"19980211",5473648289477.06
"19980210",5471889906215.21
"19980209",5468966737716.36
"19980206",5472049936751.15
"19980205",5474663018859.28
"19980204",5475809861023.23
"19980203",5474822352150.77
"19980202",5483592532096.82
"19980130",5490064235079.64
"19980129",5494031011931.75
"19980128",5492555021481.16
"19980127",5490127380051.53
"19980126",5487280357810.54
"19980123",5485392047349.04
"19980122",5481558068711.56
"19980121",5501520207927.51
"19980120",5495525658807.45
"19980116",5492896688858.39
"19980115",5491815670026.21
"19980114",5488705496927.68
"19980113",5486749552798.75
"19980112",5481621078832.40
"19980109",5480038744944.38
"19980108",5479700204736.38
"19980107",5484646071706.36
"19980106",5486352648906.21
"19980105",5481924290553.50
"19971231",5502388012375.95
"19971230",5458504731473.30
"19971229",5456865348685.66
"19971226",5452644936513.43
"19971223",5452602685047.99
"19971222",5449103887432.13
"19971218",5447173794526.24
"19971217",5444855611810.11
"19971216",5442315818048.56
"19971215",5474663059889.36
"19971212",5473298399569.49
"19971211",5472596997786.56
"19971210",5474482104049.82
"19971209",5472670670026.80
"19971208",5475965824198.51
"19971205",5476603792792.89
"19971204",5476888289505.63
"19971203",5475039674271.27
"19971202",5489345726813.93
"19971201",5489774551535.81
"19971128",5462621557837.57
"19971126",5456501667108.65
"19971125",5458139864596.59
"19971124",5455043924692.49
"19971121",5453846340909.05
"19971120",5453722824485.86
"19971119",5452450571238.14
"19971118",5452223719150.53
"19971117",5447477607396.57
"19971114",5431087031356.83
"19971113",5430247270129.23
"19971112",5429798432997.19
"19971110",5428066600045.67
"19971107",5426731931109.43
"19971106",5431079031652.94
"19971105",5433411941085.78
"19971104",5432371961282.81
"19971103",5427078768247.28
"19971031",5427225185059.66
"19971030",5430869894529.83
"19971029",5429377880990.06
"19971028",5429321910123.66
"19971027",5427907147573.22
"19971024",5425466348255.95
"19971023",5424897442383.46
"19971022",5421844508272.92
"19971021",5420383941176.62
"19971020",5418457770302.08
"19971017",5418064201028.31
"19971016",5416174203759.08
"19971015",5414923137712.76
"19971014",5412698794445.84
"19971010",5410700313154.02
"19971009",5409087032816.86
"19971008",5413432617300.15
"19971007",5413432617300.15
"19971006",5413432617300.15
"19971003",5411881420892.37
"19971002",5387382191644.62
"19971001",5420505789573.34
"19970930",5413146011397.34
"19970929",5388315809652.79
"19970926",5387382191644.62
"19970925",5387703781934.24
"19970924",5384224726974.01
"19970923",5382650076978.81
"19970922",5378803586241.44
"19970919",5376828713094.47
"19970918",5374488603408.56
"19970917",5394894064595.35
"19970916",5391866026111.66
"19970915",5388983472859.37
"19970912",5415082668733.48
"19970911",5414576336750.83
"19970910",5410105013993.47
"19970909",5408443156374.66
"19970908",5411318696295.51
"19970905",5414427865442.08
"19970904",5413848970622.57
"19970903",5413621503580.39
"19970902",5424368836901.08
"19970829",5404420294885.51
"19970828",5405678975395.03
"19970827",5406394080822.54
"19970826",5404256365209.01
"19970825",5400132687470.42
"19970822",5399952193974.30
"19970821",5399825891045.86
"19970820",5400237045141.22
"19970819",5399330575978.72
"19970818",5395622445988.43
"19970815",5394165041072.99
"19970814",5380074522588.27
"19970813",5379248272995.83
"19970812",5374594368839.62
"19970811",5372292524897.88
"19970808",5370692829653.08
"19970807",5370248369406.88
"19970806",5372311792283.34
"19970805",5374023310947.78
"19970804",5371563370414.02
"19970801",5369980560809.61
"19970731",5373228560474.27
"19970730",5372436799991.80
"19970729",5373127138499.91
"19970728",5369966109620.66
"19970725",5369550452476.10
"19970724",5368881340728.99
"19970723",5367622941689.53
"19970722",5366067378744.76
"19970721",5363682543589.87
"19970718",5363155572034.79
"19970717",5363008572478.52
"19970716",5357953848082.50
"19970715",5357142567691.66
"19970714",5355393906769.08
"19970711",5355085035915.18
"19970710",5354745777274.06
"19970709",5359038067462.61
"19970708",5354619850034.63
"19970707",5355915100573.58
"19970703",5356041465566.82
"19970702",5370040125749.94
"19970701",5368022982421.00
"19970630",5376151252876.02
"19970627",5338515379713.31
"19970626",5338210524473.68
"19970625",5339644139769.58
"19970624",5336557573448.51
"19970623",5332782057516.70
"19970620",5331587514810.20
"19970619",5330018602378.07
"19970618",5332271639188.30
"19970617",5329352124923.40
"19970616",5355412554888.33
"19970613",5354082862951.39
"19970612",5352849149507.42
"19970611",5355419342837.75
"19970610",5351973547710.08
"19970609",5348703813773.07
"19970606",5352776809883.07
"19970605",5355964934314.05
"19970604",5358712178993.49
"19970603",5357051372991.40
"19970602",5336777463335.09
"19970530",5344961362266.83
"19970529",5346269908776.69
"19970528",5349662215511.30
"19970527",5347617345422.70
"19970523",5345787561953.41
"19970522",5344819275286.24
"19970521",5348057972766.87
"19970520",5346367814885.12
"19970519",5344451048224.65
"19970516",5343648869296.26
"19970515",5344063176240.27
"19970514",5339781396107.91
"19970513",5337494540137.51
"19970512",5334444824118.40
"19970509",5331940681736.92
"19970508",5330417059281.37
"19970507",5336081916565.07
"19970506",5337028737421.51
"19970505",5332472495590.76
"19970502",5331758952154.60
"19970501",5338452915570.05
"19970430",5353971314439.39
"19970429",5348144848321.78
"19970428",5347125099434.10
"19970425",5345392363906.29
"19970424",5343216863246.54
"19970423",5345088835181.58
"19970422",5340281332685.87
"19970421",5352733602413.77
"19970418",5351326004629.38
"19970417",5350647420066.00
"19970416",5386017997799.85
"19970415",5383132230748.81
"19970414",5378600468556.80
"19970411",5378191895041.28
"19970410",5379884266589.44
"19970409",5380948025320.90
"19970408",5384125088631.94
"19970407",5385190477418.92
"19970404",5384750396046.34
"19970403",5385463327534.04
"19970402",5376710487393.11
"19970401",5375122375222.69
"19970331",5380889857391.59
"19970328",5377245182258.46
"19970327",5378489443890.30
"19970326",5377852456403.37
"19970325",5374777220348.60
"19970324",5370448951500.60
"19970321",5369740959146.19
"19970320",5369249768972.02
"19970319",5369097231511.65
"19970318",5367674335377.56
"19970317",5363306532631.89
"19970314",5362748754102.53
"19970313",5362035571060.06
"19970312",5361482510992.32
"19970311",5357359481153.10
"19970310",5354330021048.50
"19970307",5353405261722.26
"19970306",5358686165458.54
"19970305",5359515287678.12
"19970304",5363582891993.50
"19970303",5358956534107.64
"19970228",5349937360942.68
"19970227",5349402692025.14
"19970226",5345590198251.20
"19970225",5342929738924.06
"19970224",5340989383890.18
"19970221",5340480961413.88
"19970220",5340687036267.98
"19970219",5339667533437.48
"19970218",5336179923740.34
"19970214",5310232511891.60
"19970213",5309673894362.24
"19970212",5308979863712.08
"19970211",5305463575595.03
"19970210",5302292166231.47
"19970207",5301813739040.73
"19970206",5307083787977.17
"19970205",5302957481388.92
"19970204",5300797430319.62
"19970203",5297382328731.42
"19970130",5315795971480.01
"19970129",5319575822990.65
"19970128",5317192254267.62
"19970127",5312990372147.05
"19970124",5312168647843.99
"19970123",5311509682915.63
"19970122",5313093823498.70
"19970121",5310267076516.85
"19970117",5309774506681.99
"19970116",5310005630866.75
"19970115",5309179279776.19
"19970114",5311783470166.25
"19970113",5309003643473.08
"19970110",5307096854854.56
"19970109",5306328995520.25
"19970108",5310974649830.60
"19970107",5312781237956.91
"19970106",5307443211337.42
"19970103",5305656663283.67
"19970102",5317016511039.02
"19961231",5323171750783.19
"19961230",5270525427736.63
"19961227",5269568597594.05
"19961226",5269217815036.36
"19961224",5265081834122.35
"19961223",5263021642230.87
"19961220",5261988228364.84
"19961219",5259873110612.97
"19961218",5288569175133.87
"19961217",5288002983739.89
"19961216",5294297585378.70
"19961213",5294305035208.74
"19961212",5294262986287.53
"19961211",5291641446620.66
"19961210",5290302394997.16
"19961209",5288729401084.42
"19961206",5293871003202.17
"19961205",5296028049056.22
"19961204",5293206604165.69
"19961203",5292093176348.33
"19961202",5293833169603.68
"19961129",5296548923143.63
"19961127",5299066156187.42
"19961126",5290877214445.24
"19961125",5287268272079.46
"19961122",5287072949163.42
"19961121",5285330549126.94
"19961120",5280633320241.09
"19961119",5279322657887.34
"19961118",5277025788024.07
"19961115",5276591248765.40
"19961114",5254442987704.05
"19961113",5249373711034.56
"19961112",5246803860657.50
"19961108",5245439794927.95
"19961107",5243331764484.49
"19961106",5245747731264.11
"19961105",5247475824542.10
"19961104",5245378048678.55
"19961101",5245467782151.22
"19961031",5247319617599.91
"19961030",5237761731376.77
"19961029",5236574342237.43
"19961028",5233941468714.80
"19961025",5234132618920.50
"19961024",5232046594096.75
"19961023",5229624047339.91
"19961022",5228756472660.40
"19961021",5227288294702.83
"19961018",5225714502992.20
"19961017",5226592644439.82
"19961016",5223068653233.41
"19961015",5221453973360.58
"19961011",5217906291785.75
"19961010",5217468883632.21
"19961009",5217593829294.86
"19961008",5221528685864.99
"19961007",5221841840841.02
"19961004",5222049625819.53
"19961003",5222192137251.62
"19961002",5235509457452.56
"19961001",5234730786626.50
"19960930",5224810939135.73
"19960927",5199074786599.17
"19960926",5198325061997.28
"19960925",5198780826934.47
"19960924",5195854879174.22
"19960923",5192406060962.74
"19960920",5191241550309.43
"19960919",5190460235894.57
"19960918",5193856710104.18
"19960917",5190807990011.88
"19960916",5217327143659.08
"19960913",5217304758895.91
"19960912",5216902015633.76
"19960911",5219273550936.86
"19960910",5217211394956.03
"19960909",5214144675542.25
"19960906",5220377655156.41
"19960905",5225564391083.90
"19960904",5228998407724.89
"19960903",5226657169759.06
"19960830",5208303439417.93
"19960829",5213488943748.22
"19960828",5214252790709.01
"19960827",5212017623401.87
"19960826",5210010318057.93
"19960823",5208255478133.43
"19960822",5207891049383.04
"19960821",5205211223968.70
"19960820",5203614344525.64
"19960819",5202278618907.70
"19960816",5201679174021.84
"19960815",5200902031101.35
"19960814",5178058824921.50
"19960813",5176015497802.03
"19960812",5174091233811.66
"19960809",5172153821441.53
"19960808",5171183632406.18
"19960807",5179352078340.83
"19960806",5181580210505.03
"19960805",5180330042157.50
"19960802",5172008136975.88
"19960801",5183636383503.29
"19960731",5188888625925.87
"19960730",5183982827241.61
"19960729",5182454968880.21
"19960726",5181675045058.46
"19960725",5181309194639.37
"19960724",5173226283802.71
"19960723",5171664148836.91
"19960722",5169928910388.19
"19960719",5169596709354.27
"19960718",5168794319428.25
"19960717",5162069897551.43
"19960716",5158429742926.15
"19960715",5156313659414.55
"19960712",5152755209228.05
"19960711",5152639995932.57
"19960710",5148771318656.40
"19960709",5151106744723.87
"19960708",5154104445604.38
"19960705",5153659808407.00
"19960703",5151168373836.70
"19960702",5160706011919.85
"19960701",5158935800033.29
"19960628",5161075688140.93
"19960627",5118682872218.91
"19960626",5118103732700.15
"19960625",5114148773023.82
"19960624",5110926525572.12
"19960621",5109701173266.06
"19960620",5108536115006.17
"19960619",5120985354306.65
"19960618",5118200749524.53
"19960617",5137826225531.03
"19960614",5139657485479.05
"19960613",5139481774943.05
"19960612",5141286829205.13
"19960611",5136928256903.23
"19960610",5134653489857.86
"19960607",5133885689631.55
"19960606",5139284273926.72
"19960605",5141669992686.17
"19960604",5139963594008.65
"19960603",5136903015098.32
"19960531",5128508504892.80
"19960530",5129180287163.30
"19960529",5124770529170.38
"19960528",5122887536414.31
"19960524",5122025599595.29
"19960523",5120583551675.66
"19960522",5117440103398.93
"19960521",5115827182802.62
"19960520",5114232705195.00
"19960517",5114511847123.90
"19960516",5113662573709.50
"19960515",5115694350764.00
"19960514",5096217391261.73
"19960513",5094150618714.59
"19960510",5092815215705.75
"19960509",5088829415448.70
"19960508",5094597203341.08
"19960507",5093910014740.64
"19960506",5090257303263.75
"19960503",5089270954342.92
"19960502",5100092620432.01
"19960501",5096321323731.34
"19960430",5102048827234.22
"19960429",5096726674358.55
"19960426",5096090106286.62
"19960425",5092767860565.51
"19960424",5110704059629.39
"19960423",5106372425943.99
"19960422",5101586172580.18
"19960419",5100053596414.66
"19960418",5099448998247.15
"19960417",5146356518536.99
"19960416",5142250889027.95
"19960415",5140011407773.15
"19960412",5145722307691.76
"19960411",5143688273769.12
"19960410",5137166845721.28
"19960409",5130577947994.83
"19960408",5134564451573.40
"19960405",5138149756285.58
"19960404",5137761102347.72
"19960403",5135691305030.28
"19960402",5120563147805.76
"19960401",5117099213631.19
"19960329",5117786366014.56
"19960328",5071791748467.89
"19960327",5069500044702.95
"19960326",5066587916694.66
"19960325",5063054197564.33
"19960322",5062405341134.69
"19960321",5062251306433.41
"19960320",5059797758963.94
"19960319",5058839098883.55
"19960318",5055609537686.31
"19960315",5045003375350.97
"19960314",5035165720616.33
"19960313",5025887531178.79
"19960312",5017283591910.03
"19960311",5017403575141.97
"19960308",5017686664137.86
"19960307",5017740794543.75
"19960306",5016347467901.57
"19960305",5016462295493.85
"19960304",5016596270543.66
"19960301",5016937617649.77
"19960229",5016040703255.02
"19960228",5016626373909.94
"19960227",5016697045327.39
"19960226",5016711273397.77
"19960223",5017056630040.53
"19960222",4987959914205.44
"19960221",4987594227093.98
"19960220",4987706668956.82
"19960216",4988156411695.05
"19960215",4988268852976.09
"19960214",4987876063640.29
"19960213",4987987790186.56
"19960212",4988099511917.33
"19960209",4988438189998.39
"19960208",4988549905457.27
"19960207",4987176568238.63
"19960206",4987363241808.75
"19960205",4987400986833.50
"19960202",4987737851975.58
"19960201",4987850076950.12
"19960131",4987436358165.20
"19960130",4987589544052.52
"19960129",4987704420651.53
"19960126",4988049049893.41
"19960125",4988163912933.72
"19960124",4987847422144.35
"19960123",4987963203048.04
"19960122",4988050606130.79
"19960119",4988397941589.45
"19960118",4988513306997.24
"19960117",4988158117596.21
"19960116",4988274713934.98
"19960112",4988740098872.67
"19960111",4989450461297.78
"19960110",4988095990243.59
"19960109",4988213274327.90
"19960108",4988332827046.05
"19960105",4988684680496.49
"19960104",4988799676202.14
"19960103",4988377902358.91
"19960102",4988495380113.30
"19951229",4988664979014.54
"19951228",4989055925878.55
"19951227",4988680194844.83
"19951226",4988799030234.75
"19951222",4989274351335.87
"19951221",4989393165359.35
"19951220",4988966775602.69
"19951219",4989090388362.90
"19951218",4989213998043.63
"19951215",4989584833636.17
"19951214",4989708383241.14
"19951213",4988313115981.39
"19951212",4988438854514.79
"19951211",4988568481765.77
"19951208",4988945631994.24
"19951207",4989071101377.59
"19951206",4988640469699.34
"19951205",4988766009862.29
"19951204",4988891675281.12
"19951201",4989268168883.55
"19951130",4989329926644.31
"19951129",4988882588134.46
"19951128",4989008629825.32
"19951127",4988885320472.65
"19951124",4989260237257.80
"19951122",4989014435760.02
"19951121",4989144123690.83
"19951117",4989662795523.25
"19951116",4989792104452.15
"19951115",4988340050374.57
"19951114",4987139764503.11
"19951113",4986513994276.71
"19951110",4984084419557.20
"19951109",4983863012854.62
"19951108",4984440555073.81
"19951107",4985913011032.65
"19951106",4984737460958.92
"19951103",4984800213988.31
"19951102",4982592325829.97
"19951101",4981703482414.58
"19951031",4985262110021.06
"19951030",4975234385762.72
"19951027",4974737413172.94
"19951026",4973674803905.53
"19951025",4977804019628.98
"19951024",4975508732304.35
"19951023",4973904347350.96
"19951020",4974119827892.07
"19951019",4974014009081.49
"19951018",4970326555499.77
"19951017",4968953453657.73
"19951016",4967827640196.29
"19951013",4973523408969.08
"19951012",4972685593071.75
"19951011",4968818321533.20
"19951010",4969516242725.76
"19951006",4974778210422.20
"19951005",4979469288030.44
"19951004",4980561009875.28
"19951003",4975625816599.26
"19951002",4987587163002.89
"19950929",4973982900709.39
"19950928",4954794272486.85
"19950927",4955602761788.67
"19950926",4953250763121.84
"19950925",4949968824497.45
"19950922",4949192404249.15
"19950921",4948376970884.70
"19950920",4967473200287.86
"19950919",4965954997403.59
"19950918",4963468747991.22
"19950915",4962989568088.23
"19950914",4968803366390.98
"19950913",4967410712825.60
"19950912",4964465905748.40
"19950911",4962944077933.57
"19950908",4962703726882.93
"19950907",4968651845437.79
"19950906",4969749463346.30
"19950905",4968612934278.22
"19950901",4968255379449.49
"19950831",4970755679060.21
"19950830",4963361008830.88
"19950829",4961797957076.40
"19950828",4959944054748.31
"19950825",4959828012973.12
"19950824",4959431847054.01
"19950823",4959228737168.46
"19950822",4957462651155.52
"19950821",4956434321057.59
"19950818",4954742485426.39
"19950817",4954011603857.10
"19950816",4955145738678.78
"19950815",4954423077480.32
"19950814",4942932713160.94
"19950811",4942352827503.47
"19950810",4943017430508.20
"19950809",4942218005858.98
"19950808",4945212125332.53
"19950807",4946673660276.63
"19950804",4945941078492.53
"19950803",4944455888709.39
"19950802",4956664786501.42
"19950801",4954700676689.14
"19950731",4960151653142.55
"19950728",4948204552522.39
"19950727",4948216665542.90
"19950726",4941608987271.97
"19950725",4940346340499.40
"19950724",4938384897270.48
"19950721",4936735579244.31
"19950720",4935796845291.29
"19950719",4932430021919.50
"19950718",4929786301717.48
"19950717",4927653309340.54
"19950714",4933039330339.52
"19950713",4933342394729.43
"19950712",4927810673266.79
"19950711",4925464401230.13
"19950710",4924014991181.29
"19950707",4929459412839.22
"19950706",4933121223802.32
"19950705",4929654965732.23
"19950703",4929941617599.18
"19950630",4951372092079.13
"19950629",4898835701662.79
"19950628",4892751687771.67
"19950627",4890154885704.22
"19950626",4889052929226.24
"19950623",4887614064494.86
"19950622",4885968241521.21
"19950621",4898068854045.71
"19950620",4895341208279.21
"19950619",4892922141296.33
"19950616",4892368600316.89
"19950615",4893073460637.78
"19950614",4905557258890.90
"19950613",4903284242955.00
"19950612",4901416297287.27
"19950609",4899367488389.95
"19950608",4898195057095.85
"19950607",4902043504916.54
"19950606",4904368578709.58
"19950605",4903927957327.07
"19950602",4902882032835.06
"19950601",4900552909159.83
"19950531",4903925978763.93
"19950530",4893069233101.61
"19950526",4892454219535.91
"19950525",4891247403074.28
"19950524",4887785166023.46
"19950523",4885334984188.51
"19950522",4883843317167.73
"19950519",4883151973639.38
"19950518",4885256391108.42
"19950517",4884246600937.11
"19950516",4882765436860.06
"19950515",4881377281278.42
"19950512",4859130968274.89
"19950511",4856339258780.63
"19950510",4856766568058.09
"19950509",4853699696611.41
"19950508",4856502980514.90
"19950505",4857682676296.70
"19950504",4854832235127.63
"19950503",4855154897104.21
"19950502",4859125275200.95
"19950501",4860333100308.86
"19950428",4852327350096.60
"19950427",4846775908243.10
"19950426",4848088938567.74
"19950425",4842767648608.66
"19950424",4839548467525.15
"19950421",4837382183299.27
"19950420",4836075862155.60
"19950419",4871309823702.90
"19950418",4871223485486.95
"19950417",4869198000205.99
"19950414",4873406295208.08
"19950413",4872243621264.57
"19950412",4874100954941.48
"19950411",4871386025410.40
"19950410",4869422958042.74
"19950407",4868501895533.16
"19950406",4872967679626.75
"19950405",4878158190719.92
"19950404",4876206792345.50
"19950403",4873480746464.74
"19950331",4864115841256.92
"19950330",4852914736954.80
"19950329",4851857494143.63
"19950328",4849995857343.69
"19950327",4847680358682.01
"19950324",4846988457046.59
"19950323",4845959175160.98
"19950322",4844512611537.49
